id,title,year,rating
456756,Bank Chor,2017,5
1025067,Dream Girl 2,2023,6.4
72051,Garv: Pride and Honour,2004,5.5
21502,Satya,1998,7.1
20496,Mangal Pandey - The Rising,2005,6.2
739146,Bhoot Police,2021,5.4
19418,Dhol,2007,6.2
849920,All Ladies Do It,2020,0
139656,Mere Yaar Ki Shaadi Hai,2002,5.8
177358,Jolly LLB,2013,7.1
46403,Main Khiladi Tu Anari,1994,6.5
174059,Ek Rishtaa: The Bond of Love,2001,6.9
582375,Notebook,2019,5.8
21567,Iqbal,2005,6.9
46618,Umrao Jaan,2006,8.2
120942,Teri Meri Kahaani,2012,5.9
333940,Gentleman,1989,1
783723,Thank God,2022,6.8
76684,Masti,2004,5.8
336211,Tanu Weds Manu: Returns,2015,6.8
1041054,Freddy,2022,7
14162,Jhoom Barabar Jhoom,2007,4
361249,Nil Battey Sannata,2015,7.4
514586,Photograph,2019,6.6
579224,Dream Girl,2019,6.7
14193,Tashan,2008,4.6
161444,Sainik,1993,4.8
730428,Class of '83,2020,6
607297,Jawaani Jaaneman,2020,6.1
449510,Machine,2017,3.9
45316,Udaan,2010,7.2
271200,Heropanti,2014,5.9
24613,Kurbaan,2009,4.9
48391,Body,2003,4.5
799713,Dasvi,2022,5.5
41902,Baadshah,1999,6.4
217446,Satyagraha,2013,6.1
21459,Chupke Chupke,1975,7.1
248698,Dedh Ishqiya,2014,6.5
22316,Ajnabee,2001,5.6
946025,Kathal,2023,6.1
911645,Gehraiyaan,2022,6
666390,Bunty Aur Babli 2,2021,6.8
58302,Dus,2005,5.3
206851,D-Day,2013,6.9
443624,Journey Bombay to Goa,2007,5.3
7504,Earth,1998,6.6
31525,The Legend of Bhagat Singh,2002,7
679018,Jersey,2022,7
817876,Motu Patlu: Kung Fu Kings,2014,7.5
392222,1920 London,2016,4.2
287859,Raja Natwarlal,2014,6.3
604195,The Zoya Factor,2019,5.6
220714,Grand Masti,2013,4.7
166013,Sirf Tum,1999,5.8
712863,Dhaakad,2022,4.6
29988,Ishq,1997,6.3
461809,Babumoshai Bandookbaaz,2017,6.3
75157,Mausam,2011,5.7
635503,Lootcase,2020,6.4
65521,Pyaar Ka Punchnama,2011,6.8
897097,Cobalt Blue,2022,6.4
397367,Dear Dad,2016,7.2
403517,Banjo,2016,4.6
107548,Chori Chori Chupke Chupke,2001,6.3
46417,Shakalaka Boom Boom,2007,4.3
161212,Kyon Ki...,2005,5.8
469872,A Gentleman,2017,6
211819,Raja Babu,1994,5.8
755045,Cirkus,2022,4.2
1014214,Singham Again,2024,0
105025,Dil Ka Rishta,2003,6.4
1216735,Angry Young Man,2023,0
1216714,Out Of Time,2023,0
1216709,Dry Day,2023,0
1174363,Mankhurd,2023,0
143844,Dostana,1980,5.9
220495,Bullett Raja,2013,5.7
21466,Mera Naam Joker,1970,7.5
78263,In Custody,1994,4.3
16566,Ab Tak Chhappan,2004,7.3
157800,Har Dil Jo Pyar Karega,2000,5.6
362140,Shaandaar,2015,4.5
25519,Pardes,1997,6.7
21184,Hungama,2003,6.8
644712,Street Dancer 3D,2020,7.1
168243,Zila Ghaziabad,2013,4.2
22443,Vaada Raha... I Promise,2009,8.5
824744,Shiddat,2021,7.8
460508,Munna Michael,2017,6.1
403858,Budhia Singh: Born to Run,2016,6
814430,The Relationship Manager,2020,8
170241,Deewana Main Deewana,2013,4.9
576121,Total Dhamaal,2019,5.4
784651,Fighter,2024,0
205212,Bewafaa,2005,4.8
27641,Tridev,1989,6.1
287637,Tigers,2014,7.2
21555,Socha Na Tha,2005,6.1
287767,Mardaani,2014,6.6
19616,New York,2009,6.3
734819,London Confidential,2020,4.5
312809,Tevar,2015,5.3
173735,Ram Teri Ganga Maili,1985,7
29888,Dulha Mil Gaya,2010,5.2
43971,Aaina,1993,8
83382,Players,2012,5.1
46383,Dus Kahaniyaan,2007,4.5
277229,Taarzan: The Wonder Car,2004,5.4
146270,Vaastav,1999,7.3
56317,Lajja,2001,7
774098,Nail Polish,2021,6.5
272420,Bobby Jasoos,2014,5.6
658075,Hungama 2,2021,5.4
585862,Romeo Akbar Walter,2019,6.4
100681,Shanghai,2012,6.7
569494,Fraud Saiyyan,2019,4.2
